# ARISE Variable Summary
# Generated on: 2024-11-05 20:44:56.656847
# Source: /teamspace/s3_connections/ncar-cesm2-arise-bucket/CESM2-WACCM-SSP245/b.e21.BWSSP245cmip6.f09_g17.CMIP6-SSP2-4.5-WACCM.001/atm/proc/tseries/month_1
# Total variables: 1007
# Total files: 2014
# Time format: Monthly

========================================================================================================================
Variable             Frequency    # Files    Time Range                                        
SFC2H6               h0           2          201501-206412 → 206501-210012
SFC3H6               h0           2          201501-206412 → 206501-210012
SFC3H8               h0           2          201501-206412 → 206501-210012
SFCH2O               h0           2          201501-206412 → 206501-210012
SFCH3CHO             h0           2          201501-206412 → 206501-210012
SFCH3CN              h0           2          201501-206412 → 206501-210012
SFCH3COCH3           h0           2          201501-206412 → 206501-210012
SFCH3COCHO           h0           2          201501-206412 → 206501-210012
SFCH3COOH            h0           2          201501-206412 → 206501-210012
SFCH3OH              h0           2          201501-206412 → 206501-210012
SFCO                 h0           2          201501-206412 → 206501-210012
SFDMS                h0           2          201501-206412 → 206501-210012
SFGLYALD             h0           2          201501-206412 → 206501-210012
SFHCN                h0           2          201501-206412 → 206501-210012
SFHCOOH              h0           2          201501-206412 → 206501-210012
SFISOP               h0           2          201501-206412 → 206501-210012
SFIVOC               h0           2          201501-206412 → 206501-210012
SFMEK                h0           2          201501-206412 → 206501-210012
SFMTERP              h0           2          201501-206412 → 206501-210012
SFNH3                h0           2          201501-206412 → 206501-210012
SFNO                 h0           2          201501-206412 → 206501-210012
SFNO2                h0           2          201501-206412 → 206501-210012
SFSO2                h0           2          201501-206412 → 206501-210012
SFSVOC               h0           2          201501-206412 → 206501-210012
SFTOLUENE            h0           2          201501-206412 → 206501-210012
SFXYLENES            h0           2          201501-206412 → 206501-210012
SFbc_a4              h0           2          201501-206412 → 206501-210012
SFdst_a1             h0           2          201501-206412 → 206501-210012
SFdst_a2             h0           2          201501-206412 → 206501-210012
SFdst_a3             h0           2          201501-206412 → 206501-210012
SFncl_a1             h0           2          201501-206412 → 206501-210012
SFncl_a2             h0           2          201501-206412 → 206501-210012
SFncl_a3             h0           2          201501-206412 → 206501-210012
SFnum_a1             h0           2          201501-206412 → 206501-210012
SFnum_a2             h0           2          201501-206412 → 206501-210012
SFnum_a3             h0           2          201501-206412 → 206501-210012
SFpom_a4             h0           2          201501-206412 → 206501-210012
SFso4_a1             h0           2          201501-206412 → 206501-210012
SFso4_a2             h0           2          201501-206412 → 206501-210012
SHFLX                h0           2          201501-206412 → 206501-210012
SNOWHICE             h0           2          201501-206412 → 206501-210012
SNOWHLND             h0           2          201501-206412 → 206501-210012
SNOWQM               h0           2          201501-206412 → 206501-210012
SO                   h0           2          201501-206412 → 206501-210012
SO2                  h0           2          201501-206412 → 206501-210012
SO2_CHML             h0           2          201501-206412 → 206501-210012
SO2_CHMP             h0           2          201501-206412 → 206501-210012
SO2_CLXF             h0           2          201501-206412 → 206501-210012
SO2_XFRC             h0           2          201501-206412 → 206501-210012
SO3                  h0           2          201501-206412 → 206501-210012
SOAG0                h0           2          201501-206412 → 206501-210012
SOAG0_CHMP           h0           2          201501-206412 → 206501-210012
SOAG1                h0           2          201501-206412 → 206501-210012
SOAG1_CHMP           h0           2          201501-206412 → 206501-210012
SOAG2                h0           2          201501-206412 → 206501-210012
SOAG2_CHMP           h0           2          201501-206412 → 206501-210012
SOAG3                h0           2          201501-206412 → 206501-210012
SOAG3_CHMP           h0           2          201501-206412 → 206501-210012
SOAG4                h0           2          201501-206412 → 206501-210012
SOAG4_CHMP           h0           2          201501-206412 → 206501-210012
SOLIN                h0           2          201501-206412 → 206501-210012
SOLLD                h0           2          201501-206412 → 206501-210012
SOLSD                h0           2          201501-206412 → 206501-210012
SSAVIS               h0           2          201501-206412 → 206501-210012
SST                  h0           2          201501-206412 → 206501-210012
ST80_25              h0           2          201501-206412 → 206501-210012
SVOC                 h0           2          201501-206412 → 206501-210012
SVOC_CHML            h0           2          201501-206412 → 206501-210012
SWCF                 h0           2          201501-206412 → 206501-210012
T                    h0           2          201501-206412 → 206501-210012
TAQ                  h0           2          201501-206412 → 206501-210012
TAUARDGBETAX         h0           2          201501-206412 → 206501-210012
TAUARDGBETAY         h0           2          201501-206412 → 206501-210012
TAUBLJX              h0           2          201501-206412 → 206501-210012
TAUBLJY              h0           2          201501-206412 → 206501-210012
TAUE                 h0           2          201501-206412 → 206501-210012
TAUGWX               h0           2          201501-206412 → 206501-210012
TAUGWY               h0           2          201501-206412 → 206501-210012
TAUN                 h0           2          201501-206412 → 206501-210012
